,Artist,Song,Lyrics,Sentiment
1566,Al Bano & Romina Power,Tu soltanto tu,romina soltanto canzoni canti qualche poesia malinconia quei pensieri d'amore quasi tutte ore soltanto tutte emozioni dai sguardo sola l'aria mette innamorare innamorare facendomi sognare anno corpo mente contemporaneamente innamorare innamorare innamorare volare solamente abbracciati dolcemente soli romina soltanto tutte sorprese timidezza modo vestire strano mani sul soltanto col trucco semplicit muso vecchio rancore col sorriso migliore innamorare innamorare facendomi sognare anno corpo mente contemporaneamente innamorare innamorare innamorare volare solamente abbracciati dolcemente soli soltanto soltanto soltanto,Neutral
1567,Al Bano & Romina Power,Un altro Natale,amer bianco natale pace vivr bisogno normale l'uomo capace romina mezzanotte aria pace sembra diverso cambia vedrai spero avere romina rimane deluso crede amer bianco natale fede vivr blu sale ognuno vuole ama spero avere romina rimane deluso crede canteremo romina bianco natale strade bianco romina bianco mani tese verso blu romina verso blu col bianco natale grandi distese d'amore romina d'amore romina d'amore,Neutral
1568,Al Bano & Romina Power,Un'isola nella città,romina andare po avanti amarsi avere rimpianti sognare nuovo volte commuovo comunque vada parlare quella vive fiore mente ercare orizzonte prezzo ruga sulla fronte comunque vada nave contro vento realt voglia favola sogno porti contrasti sul trapezio libert scoprire siamo unisola citt romina amare stesse cose parlarne intere notti silenziose prima sera volare sopra nostro letto vela comunque vada cambiare po volta contare anni sulla torta sperare scoprendo cattivo comunque vada nave contro vento realt voglia favola sogno porti contrasti sul trapezio libert scoprire siamo unisola citt cambiare,Negative
1569,Al Bano & Romina Power,Un sasso nel cuore,verdi ulivi pensieri aspetter ormai torna divenne re scaglia dolore vuoto prima c'eri sasso buttare prima succeder salto corsia meta avevi senso chiaro immensit sto perdendo anch'io uomo choir centro bene irreale profondo posso l'idea buio addosso cambiano cose paese casa quante frasi velenose scuse dignit cambiano cose mazzo giallo mimose giuro ruberei verdi ulivi pensieri capir finisce prima succeder nascondersi dietro sorriso fatica,Neutral
1570,Al Bano & Romina Power,Viaggiando,svegliarsi valigie cambiare nome citt guardare indietro fermare pu colpire realt salire treno viaggiare mente immagini casa lei guardare indietro fermare pu stupire realt cantando canzoni allegre racconti guardi indietro cerchi capire pu colpire ingenuit svegliarsi rifare valigie chiedersi porter voglia fuggire devi rimandare pu ferire libert,Negative
1571,Al Bano & Romina Power,Vincerai,butterfly butterfly dagli obl degli aeroplani fra ghetti alzare mani gioca fino fondo quelle carte paura carosello bugie verit qualcuno muore mani artigli sguardi tagli esame giorni vincerai vincerai dai provaci vedrai troverai ali falco scogliera alto volerai umori un'era giusta sincera stringi forte pugni guarda vanti contro molto spesso resterai terra misteri fragilit menti vincerai vincerai dai provaci vedrai troverai ali falco scogliera alto volerai umori un'era giusta sincera,Neutral
1572,Al Bano & Romina Power,We'll live it all again,romina remeber kissed blush touched drives beach sand drew ricordi quei giorni fino all'alba bambole antiche sorridevano corti vestiti prati fioriti distesi vento ridavano liberta' anch'io rivivrei anch'io rivivrei romina smiled although laughter riordi quei anni quante giuste canzoni quante maschere giro sola vicino solitudine cent'anni pochi vivessi nuovo risceglierei anch'io rivivrei anch'io rivivrei,Positive
1573,Al Bowlly,You're my everything,rolled reality idea personality book belief brief spring belief brief spring,Neutral
1574,Al Green,I'm still in love with you,spending thinkin' explain wrapped sho' 'nuff wrapped sho' 'nuff ahha ahha sho' 'nuff ahha ahha aah,Neutral
1575,Al Green,Let's stay together,brandnew untrue whether whether whether ought whether whether whether whether,Neutral
1576,Al Green,The way love goes,sunday laying five couldnt couldnt blew satisfied quit oughta dancin dancin,Neutral
1577,Al Jarreau,After all,prevail lovers fail childhood haven't sung knight armor faithful author galaxies sparrow heals wound knight armor faithful,Positive
1578,Al Jarreau,Moonlighting,charming gay braves facing tune sharing sweeter 'long sweeter 'long moonlighting strangers,Positive
1579,Al Jarreau,Through it all,melt fairweather depend 'till grows brings fainter depend chase ease sorrows quiet credit truly spirit brighter glow heaven's affairs depend chase ease sorrows promises ease sorrows,Positive
1580,Al Lewis,Make a little room,week struggle doesnt whats isnt whats convey fail suddenly forced shy drift doesnt whats isnt whats seeds planted grown stronger stronger doesnt whats isnt whats,Neutral
1581,Al Stewart,Charlotte Corday,stair candle imagination leading astray slip charlotte corday wanders hallway lingers fireplace faint caress brings melts charlotte corday panoply covering panoply covering clock ticks murmur sill seeking forgiveness gray charlotte corday,Neutral
1582,Al Stewart,Constantinople,western fights gypsy armies evening lit fires nether hosts mohammed sister bars doors east stood divided uninvited guests feast bid hosts mohammed dreamed stood greek tragedy acting popular acclaim hosts mohammed,Negative
1583,Al Stewart,End of the day,evening leaves stands watches coat pulled torches western thinks familiar spell lasts hang fashions travels meets midwest farms finds,Neutral
1584,Al Stewart,Ghostly horses of the plain (vocal),opened trains plenty suddenly ghostly horses plains saddles struck beneath figures remain chances,Neutral
1585,Al Stewart,Hanno the Navigator,hanno navigator steady breeze pillars hercules foamkissed gulls masts trireme hanno navigator horizon horizon steer maps charts coast africa phoenicians beach monkeys jibber parakeets screech strangest covered toe fur demons hanno navigator horizon horizon framed candlelight village youve rainsoaked pours splintered crystal sill sparks shifting ancient ships sailing sailing poseidons daughter oarsmen creaking deck stories storms carthage stands azure pearl hanno navigator,Neutral
1586,Al Stewart,Helen and Cassandra,according myths legends fringes paris stole sparta carried fled dreamt grip helen launched ships helen launched ships mycenae agamemnon greeks citystates laden bronzen weapons trojan gates arrow flies achilles helen launched ships helen launched ships lingers myth course whisper ear homer perhaps horse paris gentle sway hips helen launched ships cassandra wherever gift apollo cassandra certainty gazing ruined warnings cassandra cassandra bronze age kingdoms tumble cities mycenae crumble age begun ancient persists helen launched ships helen launched ships,Positive
1587,Al Stewart,Life in dark water,corridors steely grey engines hum messages crackles leads mariners spare submarine sonar jet planes nose radar traces sits waits ship's marie celeste crew five supply food,Neutral
1588,Al Stewart,Lord Grenville,grenville tide haul anchor astern returns grenville aground shanty none caring bound throwing throwing fetch captain's log pages helm none message fleet search among reaches spanish main throwing throwing ourselves rocks grenville tide,Neutral
1589,Al Stewart,Necromancer,addiction forbidden fruit affliction root hidden cancer cancer necromancer gathered fury euphoria candle surrender solemn vow identity join uniforms familiar spell addiction forbidden fruit affliction root vampire's mercy,Negative
1590,Al Stewart,Roads to Moscow,crossed border planes destroyed orders wood evening gunfire softly slip crossing mists fields able glowing silhouetting breeze drove ukraine smolyensk viyasma autumn stood backs orel moscow riding bell general guderian stands crest hill brought rains oceans mud roads gluing tracks tanks snow able glowing silhouetting breeze footsteps napoleon figures stagger gates moscow avenger partisans stirring forest unexpectedly outposts stealing blackness evening sings amber surely leads stalingrad softly humming tigers flicker souls approach carried it'll spring tigers lighting berlin quickly ruins bow able opening clicking wheels border prisoner lucky others board special journey russia damp transit camp sullen pale october whispers snow answers evening sighs steely russian,Negative
1591,Al Stewart,The palace of Versailles,wands rising bastille paris unreal kings departed servants mansions robespierre wondering wondering echoes palace versailles councils lamps bonaparte army south marat numbered wondering wondering echoes palace versailles revolution prowls paris restless centuries wonders incomplete speaks cheap cafe amber cars traffic wondering wondering echoes palace versailles wondering echoes palace versailles,Neutral
1592,Al Stewart,Year of the cat,bogart strolling peter lorre contemplating silk watercolour bother asking explanations cat questions locks arm hers 'till direction completely disappears tiled market stalls hidden leads cat cooly incense patchouli cat bus tourists thrown choice ticket drumbeat strains remain newborn sometime bound cat,Negative
1593,Al Wilson,The snake,path lake tender hearted poor halffrozen colored frosted dew tender heaven's sake tender sighed wrapped cozy coverture silk laid fireside milk hurried arrived she'd revived tender heaven's sake tender sighed clutched bosom hadn't brought stroked kissed thanks vicious tender heaven's sake tender sighed saved poisonous silly reptile grin tender heaven's sake tender sighed,Neutral
1594,Alabama,Dixieland delight,rollin' backwoods tennessee byway arm soft southern thrill worked week jingle tennessee saturday dixieland delight dollar parked holler 'neath moonlight turtle dovin' masondixon fits dixieland delight whitetail buck deer munching clover redtail hawk limb chubby groundhog croaking bullfrog grown whirl tennessee saturday lucky seven dixieland delight dollar parked holler 'neath moonlight turtle dovin' masondixon fits dixieland delight dollar parked holler 'neath moonlight turtle dovin' masondixon fits dixieland delight rolling backwoods tennessee byway arm soft southern thrill worked week jingle tennessee saturday dixieland delight,Positive
1595,Alabama,Feels so right,whisper softly listening press echoes sighs gentle rises command,Neutral
1596,Alabama,Forty hour week (For a livin'),fame fortune strive fruits labor few recognized detroit auto workers week pittsburgh mill worker week swings hammer nail counter ringing sale fights fires brings mail works scenes factories fields quiet towns spokes kansas wheat field farmer week west virginia coal miner week drives rig warehouse bringing load waitress mechanic policeman patrol works scenes spirit replace america,Neutral
1597,Alabama,I'm in a hurry (And don't know why),rush rush prove it'll rush rush plenty clock rush rush pace rush rush,Neutral
1598,Alabama,Tennessee River,mountains roamed tennessee anytime tennessee nature's throne tennessee homeland dixie fishing climb supper tennessee anytime tennessee nature's woman's plans tennessee settle tennessee anytime tennessee nature's tennessee anytime tennessee nature's tennessee anytime tennessee nature's,Neutral
1599,Alabama Shakes,This feeling,spent try'na dreamin' dreamin' wa'n't spent try'na figure nobody's spent try'na,Neutral
1600,Aladin (il musical),La vita è vivere,aladin jasmine prendere l'attimo cambiare strada all'onda destino inseguire felicit impossibile sogni avverano dopo scopriremo futuro inventare servono magie dopo scopriremo futuro aladin jasmine inventare servono magie aladin,Neutral
1601,Aladin (il musical),Niente di niente,aladin sconti prende d trovi quasi credi forza nessuno mentre rabbia mangia porta perdute istante tutte mie speranze tutta chiuso quaggi mentre lass qualcuno prende posto noooooo,Neutral
1602,Aladin (il musical),Noi siamo i principi,tutta corte nobili principi venuti mille chilometri arrivare qua valige piene d'oro diamanti meglio nobilt nobili prinicpi storia leggenda invincibili quanti eroi hanno sconfitto draghi lestofanti parla ormai principi siamo prinicipi l'orgoglio dell'oriente regni siamo massimo siamo principi quanto regola tutta corte nobili principi pronti farsi scegliere vero affare li sposer principi abbiamo vent'anni siamo prinicipi abbronzatissimi scapoli pieni debiti pronti dire,Neutral
1603,Aladin (il musical),"Soltanto donna, solamente mia",jasmine prendo vado sperare rimango giorni uguali fantasia sogno succede vogliono cambiare solamente futuro inventer modo oltre giardino rester quella sapr fidarmi conquister sulla pelle libert rimpianti nostalgie soltanto futuro inventer modo oggi soltanto solamente innamorata forse un'idea quella giusta shadia ascolta pensieri prendi buttarti retta sbaglia rincorrere libert lungo strade attraverserai vicino futuro inventerai modo oggi sogni quella vorrai paura nostalgia saprai vali jasmine shadia soltanto solamente solamente innamorata forse un'idea chiss quella giusta quella giusta quella giusta,Neutral
1604,Aladin (il musical),Un amore non si può buttare via,jasmine qualcosa travolge fuori naufragare affollano pensieri riesco raccontarmi respiro sentimento comincia bella jafar prinicpessa avete mandato chiamare jasmine jafar ragazzo vostre guardie hanno arrestato stamattina intervenuto soccorso quindi liberiate subito ringraziarlo suo coraggio jafar sovrana ragazzo voi chiamate anzi pericoloso farabutto nostre guardie nostre guardie hanno provveduto giustiziare bene vi difficile poterlo ringraziare jasmine possibile crederci s'era acceso sentimento destino l'ha strappato inutile colpevole shadia successo stata colpa stavolta deciso posto povera piccola aladin angolo nascosto acceso all'improvviso brucia vedo pure respiro affaccia sentimento sapr quali sogni sognare penso sapr resistere fortuna sbarrato sue porte pu rubare fantasia e' stato attimo entrata nell'anima aladin jasmine credere possibile cambiare strada all'onda destino inseguire felicit sogni assistono potr dopo aspettare futuro regali un'altra credere,Neutral
